id,headline,body_text,source,url,date,language,label,label_confidence,evidence_url,source_type,augmentation
77845ce5-bfff-46d1-ac63-0cac690dfefe,Бекешевди кемсинткен “Садыр Жапаров” аттуу колдонуучу фейк эмес — фактчек [split],"2015-жылы журналист Элнура Кулуева колдонуучуну саясатчылардын арасынан журналисттерге ыкчам жооп берерин баалап, ыраазычылыгын билдирген. 2017- жылдын 21-мартында мындан ары бул аккаунтту жардамчысы алып барарын кабарлаган.   Эске салсак, Садыр  Жапаров 2017-жылдын 25-мартында чет өлкөдөн кайтып келген соң, камакка алынган. 2018- жана 2019-жылы бирден гана пост жарыяланган. 2020-жылдын 28-январында дагы бир маалымат чыгып, сентябрь айына чейин дымып калган. Ал эми үгүт иштери башталган соң, аккаунт активдүүлүгүн күчөткөн. Шайлоо өнөктүгүндө колдонуучу Жапаровдун эл менен болгон жолугушууларын түз эфирде берип турган. Ал штабдын кызматкерлеринин жанында турганын байкаса болот. Колдонуучу Садыр Жапаров тууралуу жаңылыктар менен активдүү бөлүшүп, өлкөдөгү саясий процесстер тууралуу президенттин расмий билдирүүлөрүн жарыялап турат. Ал эми үстүбүздөгү жылдын январь айында төмөндөгүдөй пост жарыялаган: Жыйынтык: Дастан Бекешевди кемсинткен“Садыр Жапаров”аттуу фейсбук колдонуучусу фейк эмес.",factcheck.kg,https://factcheck.kg/ky/polzovatel-sadyr-zhaparov-oskorbivshij-dastana-bekesheva-ne-fejkovyj-faktchek/,,kyrgyz,1,0.57,https://factcheck.kg/ky/polzovatel-sadyr-zhaparov-oskorbivshij-dastana-bekesheva-ne-fejkovyj-faktchek/,fact_check,text_split
7ef8b966-e460-4762-a004-0a5f2e1d0a95,Митингде Атазовду колдогондор буга чейин провокациялык акцияларга катышкан. Фактчек [split],"Баймуратова буга чейин «Кактус медианын» жабылышын талап кылып митингге чыккандардын арасында даболгон. Ак элечек кийген дагы бир аял буга чейин Ыргалай Бекмуратова менен биргеликте «Кактус медианын» жабылышын талап кылып митинггечыккан. «МЭЭРЖАЗЫ»  коомудук бирикмесинин Ютуб-каналында ал өзүн Салия Жолонова дептааныштырган. Ал «Арууке апалар» коомдук фондунун директору экенимаалым болду. Жолонова ушул жылдын 18-мартында Кыргызпатенттин Нооруз майрамына карата уюштурган кол өнөрчүлөрдүн иш-чарасына катышкан. Төмөнкү сүрөттөр Кыргызпатенттин «Фейсбук» баракчасынаналынды. Ушул эле сүрөттөрдүн арасынан митингдин дагы бир катышуучусу — Турсунай Жаналиеваны байкоого болот. АлЫргалай Бекмуратованын«Фейсбуктагы»достугунда бар. Атазовго каршы чыккан активисттердинплакатын жырткантарапташы — Орозбек Асеков. Ал да буга чейин «Кактус медиага» каршымитингге чыккан.Мындан тышкары 23-январда Болот Темировдун кармалышы боюнча Ички иштер министрлигинин имаратынын алдында өткөн нааразылык акцияга да катышып, журналисттерге каршы пикирин билдирген. Атазовду «Фейсбукта» байма-бай колдоп жазган дагы бир тарапташы —Самат Дүмүров. Osoo.kgсайтынын маалыматына ылайык, ал «Усман-Умар»ЖЧКсынындиректору. Жыйынтык: 15-июнда Жогорку Кеңештин алдында депутат Шайлообек Атазовго колдоо көрсөткөндөр буга чейин провокациялык митингдерге катышып жүргөн. Булак:T media",factcheck.kg,https://factcheck.kg/ky/kyrgyz-mitingde-atazovdu-koldogondor-buga-chejin-provokacziyalyk-akcziyalarga-katyshkan-faktchek/,,kyrgyz,1,0.67,https://factcheck.kg/ky/kyrgyz-mitingde-atazovdu-koldogondor-buga-chejin-provokacziyalyk-akcziyalarga-katyshkan-faktchek/,fact_check,text_split
ce288a96-3409-40cb-98d8-fc166aacc63b,​Коронавируска каршы вакцина сайылат деген маалымат — фейк,"WhatsApp түйүнү аркылуу “Коронавируска вакцинация жасоо үчүн ар бир үйгө келип укол сайып кетээри айтылып жатат.ПолитКлиникамедиасы бул маалыматты текшерип көрдү. Маалыматта мындай деп айтылат: “Биринчи күндөн баштап үй кыдырып, вакцина саят экен. Балдарга да, өзүңөр да албагыла. Биз жактагылар полный отказ кылышты. Себеби, 3 айдан кийин же 2 айдан кийин вакцина алган киши сөзсүз өлөт экен. Ошону албагыла. Тууган-уруктарга жеткирип койгула. Аны кытайлар жөнөтүптүр, дарысын таптык деп. Ошол кытайлар кыргыздарды кырып, дүйнө жүзүндөгү элдерди жок кылышы керек экен”. Дагы башка аудио билдирүүдө бул еврейлердин планы экени айтылып жүрөт.",factcheck.kg,https://factcheck.kg/ky/kyrgyz-%e2%80%8bkoronaviruska-karshy-vakczina-sajylat-degen-maalymat-fejk/,,kyrgyz,1,0.88,https://factcheck.kg/ky/kyrgyz-%e2%80%8bkoronaviruska-karshy-vakczina-sajylat-degen-maalymat-fejk/,fact_check,text_split_orig
13931d71-f4d7-4ad4-8d74-339fc769764d,Түркиянын Тажикстанга эскертүү бергени тууралуу маалымат далилденген жок,"Ал эми, 3-май күнү Ассоль Молдокматова өзүнүн социалдык тармактагы баракчасына, жөнөтүлгөн катка жооп алганын, бул тууралуу ага Түркиянын коомдук ишмери Өмер Эрдоган билдиргенин жазыпчыккан. “Өмер Эрдогандын айтымында, Түркиянын президенти Режеп Тайип Эрдоган Россия Федерациясынын Тышкы иштер министрлигинин өкүлдөрүн чакырып, Тажикстан тараптан Кыргыз Республикасына болгон аскердик агрессия кайталанбашы керек деген эскертүүнү берет экен ”- деп жазганМолдокматова. ПолитКлиника медиасы бул маалыматты текшерип көрдү. Өмер Эрдоган деген ким? Түркиялык басылмалардын маалыматына ылайык, Өмер Эрдоган, Режеп Тайип Эрдогандынжээни. Ал азыркы учурда “Kaf Yapım” рекламалык агентствосунун директору болуп иштейт. Мындан сырткары, айрым тасмалардын сценарийин жана ыр жазаары даайтылат.Башкача айтканда, Өмер Эрдоган саясий кызматты ээлебейт.",factcheck.kg,https://factcheck.kg/ky/informacziya-o-tom-chto-turcziya-dala-preduprezhdenie-tadzhikistanu-ne-dokazana/,,kyrgyz,1,0.67,https://factcheck.kg/ky/informacziya-o-tom-chto-turcziya-dala-preduprezhdenie-tadzhikistanu-ne-dokazana/,fact_check,text_split_orig
44746172-0953-453d-9f10-26f660bb18b1,Мүрзөдөгү ымыркай тууралуу фейк [split],"Эң кызыгы биринчи жарыяланган анык тасма кийинки фейк менен коштолгон сүрөттөмөлөрүнө караганда популярдуу болгон эмес. Аны болгону 40тай адам көргөн. Анык тасманын аты төмөнкүдөй: Аял өз баласын дааратканага таштаган. “Мындай мыкаачылык замандын өнөкөт көрүнүшү болду жана жергиликтүү эл кайдыгер карабай баланы куткарып калды” деп тасманын сүрөттөмөсүндө жазылган. Чындыгында, африкалык массалык маалымат каражаттарында кыз-келиндер мындай кадамга барары көп жазылган. 4 ай мурун Кениянын Мачакос аймагында 16 жашар кыз өз баласын дааратканага таштаганы маалым. Айылдыктар ымыркайдын ыйын угуп, аны куткарышкан. Бирок 2 сааттан соң бала ооруканадакөз жумган. Дал ушундай окуя Малави республикасынын Блантайр районундаболгон. 19 жашар кыздын баласын кошуналары сактап калган. Танзания жана Кенияда да бул адатка айланган көрүнүш. Жыйынтык: –Тасманын “мүрзөдө төрөлгөн ымыркай” деген сүрөттөмөсү – фейк.",factcheck.kg,https://factcheck.kg/ky/fejk-video-pro-novorozhdennogo-iz-mogily/,,kyrgyz,1,0.75,https://factcheck.kg/ky/fejk-video-pro-novorozhdennogo-iz-mogily/,fact_check,text_split
e5670505-3e1a-4af1-b544-8939a650661a,«Тез кабар» сайтына МЕДИАСЫН: кеңири манипуляция жана кесиптик этиканын бузулушу,"15 январда tezkabar.org сайтында «Искандаров Курбанбай, куулугу мунун кумгандай…» деген аталыштагы макалажарык көрдү. Макалада өкмөттүн чек ара маселеси боюнча мурдагы өкүлү, өкмөттүн чек ара аймактарды өнүктүрүү жана чек араны делимитациялоо боюнча бөлүмүнүн мурдагы башчысы Искандаров Курбанбай тууралуу  кеп козголгон. Мындан тышкары, ысымы белгисиз автор Кыргызстан журналистинин этикалык кодексинин бир нече беренелеринин бузулушуна жол берген. Баштема Баштема “куулугу мунун кумгандай”  деген сөздөр менен коштолуп, макала каарманына дароо тескери мүнөздөмө берет. Бул манипуляциянын “Көө жабуу” ыкмасы деп аталат. «Көө жабуу», «тамга басуу» (навешивание ярлыков) ыкмалары аудиторияга каарман тууралуу белгилүү бир мүнөздөмөнү алдын ала берип, окурманды өз алдынча чечим чыгаруу мүмкүнчүлүгүнөн ажыратат.  Булак- Коул, 1998,  210-312 – беттер. Навешивание ярлыков заставляет аудиторию мыслить размытыми категориями, а не пытаться выделить особые характеристики объекта самостоятельно. Мындан тышкары, макалада каарманды “мүнөздөөчү” төмөнкү сүйлөмдөр колдонулат: “өздөн чыккан жат жаман”, “Дипломатия дегендин “д” тамгасын түшүнбөгөн Курбанбай аке”, “түз эле мурду менен тийе берип”, “кызматтын кумарына азгырылып”, “эшектин тушоосун чечкен эмес” ж.б.",factcheck.kg,https://factcheck.kg/ky/kyrgyz-tez-kabar-sajtyna-mediasyn-ke%d2%a3iri-manipulyacziya-zhana-kesiptik-etikanyn-buzulushu/,,kyrgyz,1,0.67,https://factcheck.kg/ky/kyrgyz-tez-kabar-sajtyna-mediasyn-ke%d2%a3iri-manipulyacziya-zhana-kesiptik-etikanyn-buzulushu/,fact_check,text_split_orig
33a30ca4-648e-4b03-a0de-8cee84232634,Талкаланды делген тажик айылы чынында кыргыз жериби? Текшеребиз [split],"«Талкаланган Хистеварз» деп мүнөздөлгөн дагы бир сүрөттөгү имарат да Кыргызстандын аймагынан табылды. Жыйынтык: жалган. «Талкаланган Хистеварз» фотобаянында кыргыз жери тартылып, окурмандарга тажикстандык шаар катары таңууланган. Автор кыргыз айылдарын атабаганы аз келгенсип, «кыргыз жери», «Кыргызстандын аймагы» деген сөздөрдү да колдонбоону туура көргөн. Анын ордуна  «талаштуу жердин тегерегиндеги кыргыздар көзөмөлдөгөн аймак» деп маалыматты бурмалаган. Мындан тышкары, материалда Баткен облусу да Тажикстанга таандык деп атайлап, же байкабай жазылган. Жыйынтык: манипуляция.Автор Кыргызстанга таандык жерлердин атын атабай, “конфликт”, “талаштуу аймак”, “кыргыздар көзөмөлдөгөн жер” деп белгилеп, маалыматтын бурмаланышына жол берген.",factcheck.kg,https://factcheck.kg/ky/https-factcheck-kg-ky-razrushennyj-histevarz-ili-kyrgyzskie-sela-proveryaem/,,kyrgyz,1,0.67,https://factcheck.kg/ky/https-factcheck-kg-ky-razrushennyj-histevarz-ili-kyrgyzskie-sela-proveryaem/,fact_check,text_split
39b400a3-22c9-48c1-9cf1-956548834eba,"«253 ЖМК тарабынан дүйнөлүк окуялар ал каалагандай нукта чагылдырылышы үчүн Сорос 131 млн доллардан кем эмес каражат жумшаган. Ал репортерлордон жана теле алып баруучулардан баштап, ЖМКнын редакторлоруна жана жетекчилерине чейин, бардыгына төлөп келген», — деп айтылат билдирүүдө.","Коомдук тармактардаFox News’га шилтеме кылынып, “Джордж Сорос көп жылдар бою CNN, NBC, CBS, Bloomberg, NPR жана Washington Post сыяктуу 54 ЖМКнын өкүлдөрүнө акча төлөп келген” дегенмаалыматтаркатылып жатат. «253 ЖМК тарабынан дүйнөлүк окуялар ал каалагандай нукта чагылдырылышы үчүн Сорос 131 млн доллардан кем эмес каражат жумшаган. Ал репортерлордон жана теле алып баруучулардан баштап, ЖМКнын редакторлоруна жана жетекчилерине чейин, бардыгына төлөп келген», — деп айтылат билдирүүдө. Factcheck.kg редакциясы бул билдирүүдө айтылгандардын аныктыгын текшерип көрдү. Ушуга окшош билдирүүнүЖМКларMRC Businessсайтына шилтеме кылып таркатышууда.",factcheck.kg,https://factcheck.kg/ky/faktchek-dzhordzh-soros-platil-bolee-chem-200-mirovyh-smi-dlya-vygodnogo-osveshheniya-sobytij/,,kyrgyz,1,0.62,https://factcheck.kg/ky/faktchek-dzhordzh-soros-platil-bolee-chem-200-mirovyh-smi-dlya-vygodnogo-osveshheniya-sobytij/,fact_check,text_split_orig
1833e230-8a18-4787-a98a-fb3d7788b6fd,Чек ара чырына байланыштуу фейктер тарады. Фактчек [split],"Сүрөттө сөз болуп жаткан тик учак Орусияга таандык —  kamov ka-52 alligator 98 учагы. Кыргызстандын Улуттук коопсуздук боюнча мамлекеттик комитети комментарий тажик аскерлери Ми-24 тик учагы менен гана Баткен районундагы Төрт-Көчө жана Чыр-Дөбө аймактарын аткылаганын билдирди. Ал төмөнкү тик учак экенин көрүүгө болот. Видеоплеер Үчүнчү сүрөт:29-апрелде айрым кыргызстандык басылмалар ушул сүрөттү таркатты. Анда Тажикстан тараптан ок атуу күчөп жатканы айтылган. Сүрөттү Google аркылуу издөө салдык. Тартым 2019-жылы интернет желесине тараганы белгилүү болду. Бул окуя 2019-жылдын 6-ноябрында жүз берген. Куралчан 20 адам Тажикстандын борбор шаары Дүйшөмбүдөн 60 чакырым аралыкта жайгашкан «Султанабад» чек ара отрядына караштуу «Ишкобод» тозотунакол салган. Жыйынтык:Социалдык тармактардын кээ бир колдонуучулары жана айрым басылмалар жаңжалды өз пайдасына колдонуп, фейк сүрөттөрдү таратууда. Булак: T media",factcheck.kg,https://factcheck.kg/ky/kyrgyz-chek-ara-chyryna-bajlanyshtuu-fejkter-tarady-faktchek/,,kyrgyz,1,1.0,https://factcheck.kg/ky/kyrgyz-chek-ara-chyryna-bajlanyshtuu-fejkter-tarady-faktchek/,fact_check,text_split
a6c9c849-d96a-42d3-8d3c-babeff529e38,"«Бул билдирүүлөр жалган. Жооптуу шаардык кызматтар билим берүү мекемелеринде коопсуздукту камсыздоо боюнча комплекстүү иш-чараларды жүргүзүүдө», – деп билдирген Анапанын муниципалдык башкаруу борборуTelegram’да. [split]","Жооптуу шаардык кызматтар билим берүү мекемелеринде коопсуздукту камсыздоо боюнча комплекстүү иш-чараларды жүргүзүүдө», – деп билдирген Анапанын муниципалдык башкаруу борборуTelegram’да. Ушундай эле билдирүүлөр Воронеж шаарынын (Орусия) чаттарындабайкалган. Шаардык мэриянын басма сөз кызматы бул маалымат жалган экенин билдирген. Андан сырткары жардыргыч заты бар кол чырактар тууралуу билдирүүБрест облусунда(Беларусь),ЭнергодардажанаХарьков облусунда(Украина) коомдук тармактарда таркатылган. Бул билдирүүнү Харьков облусуна караштуу Первомайский шаарынын мэриясы да төгүндөгөн. Тыянак: калп.Бул билдирүү Кыргызстандын аймагынан сырткары чет өлкөлөрдө да кеңири таркатылып келет. Аны расмий органдар бир нече жолу төгүндөшкөн.",factcheck.kg,https://factcheck.kg/ky/v-kyrgyzstane-razbrasyvayut-fonariki-so-vzryvnymi-ustrojstvami-proveryaem/,,kyrgyz,1,0.64,https://factcheck.kg/ky/v-kyrgyzstane-razbrasyvayut-fonariki-so-vzryvnymi-ustrojstvami-proveryaem/,fact_check,text_split
