id,headline,body_text,source,label,label_confidence,source_type
64c68c28-6560-492a-b759-9b49b5dab3b6,FT: Трамптын уулдары Казакстанда вольфрам иштеткен компаниянын үлүшүн алган,"Financial Times басылмасы АКШнын президенти Дональд Трамптын уулдары Эрик Трамп менен кичүү Дональд Трамп Казакстанда вольфрам кендерин иштетүү менен алектенген компаниядан үлүш алганын жазды. Басылманын маалыматына ылайык, алар Караганды облусундагы кендерди иштетүүнү пландап жаткан металлургиялык холдингге кирген ишканадан үлүштү 2025-жылдын август айында сатып алышкан. Бейшемби күнү үч компания, анын ичинде Трамптын уулдары катышкан ишкана Kaz Resources брендине бириккенин жарыялашты. Ал акцияларын Nasdaq биржасына чыгарат деп күтүлүүдө. Жогорку Кайракты жана Түндүк Катпар кендерин иштетүү боюнча келишимге ноябрда америкалык Cove Kaz Capital Group LLC компаниясы менен казакстандык улуттук Tau-Ken Samruk ишканасынын ортосунда кол коюлган. Америкалык тарап биргелешкен ишкананын 70% үлүшүн алып, аны иштетүү жана маркетинг боюнча милдеттенмелерди өзүнө алган. Financial Times гезитинин маалыматы боюнча, Cove Kaz Capital ошондой эле АКШнын Экспорттук-импорттук банкы жана АКШнын Эл аралык өнүктүрүү каржы корпорациясы менен долбоорду 1,6 миллиард долларга чейин колдоо боюнча алдын ала өз ара түшүнүшүү меморандумдарына кол койгон. (BTo)",azattyk.org,0,high,news_site
ab1b5fb8-7e71-4fbc-a450-d69132c9c132,Ташиев Кылмыш-жаза кодексинин эки беренеси менен айыпталууда,"Улуттук коопсуздук боюнча мамлекеттик комитеттин (УКМК) экс-төрагасы Камчыбек Ташиев Кылмыш-жаза кодексинин 326-беренеси («Кыргыз Республикасынын Конституциясын бузуу менен бийликти күч менен басып алуу же күч менен кармап туруу, ошого тете конституциялык түзүлүштү күч колдонуп өзгөртүүгө багытталган аракеттер») жана 337-беренеси («Кызмат абалын кыянаттык менен пайдалануу») боюнча айыпталып жатат. Бул тууралуу «Азаттыкка» анын жактоочусу Икрамидин Айткулов билдирди. Ташиевге өлкөдөн чыкпоо тил каты түрүндө бөгөт чарасы тандалды. Айткулов мурдагы башкы прокурор Курманкул Зулушев жана экс-спикер Нурланбек Тургунбек уулу жөнүндө маалыматы жок экенин айтты. 29-апрелде Ташиев, Зулушев, Тургунбек уулу ИИМде сурак берип жатканы кабарланган. Мурунку күнү дагы алар сурак берип чыкканы маалым болгон. Ташиев кылмыш иши козголгонун 29-апрелде ырастаган. Анын кайрылуусун жакын санаалаштарынын бири, “Регион” телеканалынын жетекчиси Өткүрбек Рахманов Фейсбуктагы баракчасына жарыялаган. “Бүгүн эртең менен маалымат чыккандан бери көптөгөн адамдар тынчсызданып жатканын билдиришүүдө. Бул кылмыш иши боюнча менин юридикалык жактан толук коргонууга мүмкүнчүлүгүм бар жана Аллахым буюрса, менин эч бир күнөөм жок, акталып чыгам. Кимдин күнөөсү болсо, ал жазасын тартат, ал эми таза болсо акталат. Себеби мамлекетибизде акыйкат сот системасын түзүүгө мамлекет башчыбыздын аракеттери көрүлгөн. Мисалы, 25 адамдан турган «кемпирабадчылар» да акталышты. Ошондуктан баарыңыздарды мыйзамдын чегинде гана болууңуздарды суранамын. Эч кандай коомдук же башка адамдардын кыймыл-аракеттеринин зарылдыгы жок деп эсептейм”, - деп жазылган Камчыбек Ташиевдин кайрылуусунда. Айрым сайттар айыптоолорду 75 адамдын кайрылуусу менен байланыштырып жатышат. Камчыбек Ташиев бирок кайсыл ишке байланыштуу иш ачылганын тактаган жок. Нурланбек Тургунбек уулу менен Курманкул Зулушев комментарий бере элек. Тургунбек уулунун иниси Жыргалбек Шакиев ал суракка чакырылып жүргөнүн ""Азаттыкка"" бышыктаган. Президент Садыр Жапаров 27-апрелде Kaktus.media порталына маек куруп, “75чилердин катына” Камчыбек Ташиевдин тиешеси бар-жогун тергөө жана сот аныктай турганын билдирген. 9-февралда мурдагы премьер-министрлер, парламенттин экс-депутаттары, саясатчылар жана коомдук ишмерлер болуп 75 адамдан турган топ президент Садыр Жапаровго жана Жогорку Кеңештин ошол кездеги төрагасы Нурланбек Тургунбек уулуна кайрылып, жакынкы убакта президенттик шайлоо өткөрүүгө чакырган. Алардын айрымдары кийин кайрылуунун мазмунун окубай туруп эле ага кошулууга макул болгонун айтып чыгышкан. Ички иштер министрлиги бул кайрылууга байланыштуу кылмыш ишин козгоп, анда аты аталган коомдук ишмер Бекболот Талгарбековду, Кыргызстандын Өзбекстандагы мурдагы элчиси, мурдагы айыл чарба министри Эмилбек Узакбаевди жана Жогорку Кеңештин экс-депутаты Курманбек Дыйканбаевди, мурдагы вице-премьер, экс-депутат Аалы Карашевди жана ички иштер министринин мурдагы орун басары Курсан Асановду кармаган. 10-февралда Садыр Жапаров Камчыбек Ташиевди Министрлер кабинетинин төрагасынын орун басары - Улуттук коопсуздук мамлекеттик комитетинин төрагасы кызматынан бошоткон. Андан кийинки маектеринде Жогорку Кеңеште депутаттар “президент жана атайын кызматтын кишиси” болуп бөлүнүү башталганын, кийин андай аракет парламенттен сыртка чыгып кеткенин айтып, 75 адамдын кайрылуусун мисал кылган. Бул окуялардан кийин Нурланбек Тургунбек уулу алгач төрагалык кызматтан кетип, андан соң депутаттык мандатын да тапшырган. Фейсбуктагы баракчасына пост жазып, 75 кишинин кайрылуусуна тиешеси жок экенин билдирген. Акыркы саясий окуялардын фонунда Кундузбек Сулайманов, Элдар Сулайманов, Куванычбек Конгантиев, Шаирбек Ташиев, Курманкул Зулушев, Нурланбек Азыгалиев, Гүлсүнкан Жунушалиева, Абдылдабек Эгембердиев өздөрү жазган арыз менен депутаттык мандатынан ажыратылды. Алардын ичинен “Кыргызнефтегаз” ишканасындагы коррупциялык ишке байланыштуу Камчыбек Ташиевдин иниси, экс-депутат Шаирбек Ташиев, Камбар-Ата-1 ГЭСин даярдоо этабындагы иштерге байланыштуу Кундузбек Сулайманов жана жер тилкелерине байланышкан мыйзамсыз схемаларды уюштурган деген айып менен Куванычбек Конгантиев кармалды. “75чилердин каты” Жогорку Кеңешке түшкөн учурда Курманкул Зулушев парламенттин Конституциялык мыйзамдар, мамлекеттик түзүлүш, жергиликтүү өз алдынча башкаруу жана Жогорку Кеңештин регламенти боюнча комитетинин төрагасы болуп турган. (TSh) ",azattyk.org,0,high,news_site
9f199487-12f2-4428-b677-1c867832ccc3,Кыргызстанда үч айда жол кырсыгынан 18 баланын өмүрү кыйылды,"2026-жылдын январь-март айларында жол кырсыгынан 148 адам көз жумду, анын 18и балдар. Улуттук статистикалык комитети маалымдагандай, жол кырсыктарынын жалпы саны азайганы менен, андан жарандардын каза болгон учурлар көбөйгөн. Маалыматка ылайык, жыл башынан берки үч айда Кыргызстанда 1 150 жол кырсыгы катталган, бул былтыркы үч айдагы көрсөткүчтөн 22,9% аз. Жол кырсыктарынын басымдуу бөлүгү - 44% Бишкекте болгон. Чүй облусунда 19,7%, Ош облусунда 11,5% жана Жалал-Абад облусунда 9,6%. Маалыматта айтылгандай, жол кырсыктарынан жалпы 1 482 адам түрдүү жаракат алган. Анын ичинде 293 бала бар. Улуттук статистика комитети жол кырсыктарынын саны кыскаруусун мас абалында рулга отурган айдоочулардын азаюусу менен байланыштырган. Былтыркы үч айда мас айдоочунун кесепетинен улам болгон жол кырсыктары былтыркыдан 33,3% азайган. Бишкек – Кара-Балта жолунда 23-мартта күндүз жолдогу жөө адамдар өтүүчү тилкеден өтүп бараткан окуучу кызды катуу келе жатканжүк ташуучу унаа коюпкеткен. Секелек ошол жерден көз жумган.Расмий маалымат боюнча, Кыргызстанда 2025-жылы 8 456 жол кырсыгы болуп, андан 900 киши каза тапты. Дагы 12 миң 169 адам ар кандай жараат алды. Кырсыктарга автоунааны катуу айдоо, каршы тилкеге чыгуу, ичимдик ичип алып рулга отуруу жана айрым автожолдордун талапка жооп бербегени негизги себеп экени айтылып келет.(ZKo) ",azattyk.org,0,high,news_site
ffad3f86-5ff8-44ae-a997-bdfd1edd3ad7,Бишкек Европа Биримдигинин санкциясын сынга алды,"Тышкы иштер министрлиги (ТИМ) расмий Бишкек Европа Биримдигинин Орусияга каршы санкциялардын 20-пакетинде Кыргызстанга байланыштуу да чектөөлөрдүн киргизилишин өкүнүч менен кабыл алганын билдирди. Мекеме кыргыз тарап санкциялык чектөөлөргө байланышкан тобокелдиктерди биргелешип алдын алуу маселелери боюнча Европа Биримдиги менен диалогго ачык экенин кошумчалады. “Ушуга байланыштуу, туруктуу сүйлөшүүлөргө, европалык өнөктөштөр менен үзгүлтүксүз сапарлардын алмашуусуна, ошондой эле Европа комиссиясынын талаптарына ылайык суралган бардык документтештирилген маалыматтардын өз убагында берилишине карабастан, анын ичинде Кыргызстандын мамлекеттик органдары тарабынан көрүлгөн чаралар тууралуу маалыматтар да берилгенине карабай, кыргыз тараптын позициясы мурдагыдай эле эске алынбай, иш жүзүндө көңүл сыртында калып жатканы олуттуу түшүнбөстүктү жаратат”, - деп айтылат маалыматта. ТИМ мындай бир тараптуу чечимдер ишенимди солгундатып эле тим болбостон, Европа Биримдигинин Кыргызстан жана жалпы Борбор Азия өлкөлөрү менен кызматташууну өнүктүрүү ниетине каршы келерин кабарлады. “Өз кезегинде Кыргызстан ачык-айкын, кесипкөй, саясатташтырылбаган диалогду жактайт жана Европа Биримдигин ырааттуу, салмактуу жана чыныгы конструктивдүү мамиле кылууга, кыргыз тараптын позициясын тиешелүү түрдө эске алууну камсыз кылууга, ошондой эле Кыргызстан менен Европа Биримдигинин делегацияларынын ортосундагы сүйлөшүүлөрдүн жүрүшүндө жетишилген макулдашууларды иш жүзүндө ишке ашырууга өтүүгө чакырат”, - деди ТИМ. Европа Биримдигинин дипломаттары Орусияга каршы санкциялардын 20-пакетин макулдашкан. Анын алкагында Кыргызстанга да металл кесүүчү станокторду жана үн, сүрөт, видео маалыматтарын берүүчү модем, маршрутизатор сыяктуу байланыш каражаттарынсатууга тыюу салынат. Кыргыз бийлиги Батыш өлкөлөрүнүн дооматын четке кагып, соңку чаранын кесепети деле жок экенин билдирген. Батыш өлкөлөрү Орусиянын өзүнө санкция салгандан сырткары ага көмөктөшкөн деп эсептеген өлкөлөрдөгү компанияларга жана жеке адамдарга экинчи деңгээлдеги санкцияларды салып келет. 2026-жылдын башына карата 28 кыргызстандык компания АКШнын, Улуу Британиянын жана Европа Биримдигинин “кара тизмесине” кирди. 28 ишкананын 14ү санкциялык товарларды Орусияга жеткирүүгө айыпталса, 4 компания акчаны адалдоо жана алтынды мыйзамсыз сатууга байланыштуу, 2 ишкана Орусиянын мунай компанияларынын туунду ишканалары катары санкцияга илинген. (BTo)",azattyk.org,0,high,news_site
b88ea9f2-42f4-4c48-aeb1-a3e55d80c8cd,Түндүк Кореяда Украинадагы согушка катышкан аскерлерге арналган эстелик ачылды,"26-апрелде Пхеньян шаарында ""Чет өлкөдөгү аскердик операциянын баатырларынын согуштагы эрдигине арналган"" музей менен мемориалдык комплекс салтанаттуу ачылды. Ага Түндүк Кореянын лидери Ким Чен Ын катышты. Түндүк Кореяда орус армиясынын катарында Украинага каршы согушкан аскерлерди ушинтип аташат. Салтанат «Курск облусунун украин куралдуу күчтөрү ээлеп алган бөлүгүн толук бошотуу» окуясына арналган. Бул салгылашта орус командачылыгы түндүк кореялык аскерлерди өзгөчө жигердүү колдонгон. Иш-чарага Орусиянын Мамлекеттик думанын төрагасы Вячеслав Володин жана коргоо министри Андрей Белоусов да катышты. Мемориалда бул кагылыштарда курман болгон орус жана түндүк кореялык аскерлердин ысымдары чегилип жазылган. Владимир Путин Ким Чен Ынга «эстеликти кыска убакытта тургузганы үчүн» расмий ыраазычылык билдирип, аны «эки элдин достугунун жана биримдигинин символу» деп атады. Түштүк Кореянын чалгын кызматынын (NIS) жана Батыштын атайын кызматтарынынсоңку эсебине ылайык,Пхеньян жиберген кеминде эки миң аскер бул согушта курман болгон. Жалпы жоготуулар (курман болгондор жана жаракат алгандар) алты миңге жакын. 2026-жылдын башына карата Орусиянын Курск облусундагы майданга жакын аймакта кеминде 11 миң түндүк кореялык аскер болгон. Анын ичинен 10 миңи жоокерлер, ал эми болжол менен миңдейи инженердик бөлүктөрдүн кызматкерлери экени айтылат. 2024-жылдын 6-августта украин армиясы Орусиянын Курск аймагына кирип барып, анын жарымын өз карамагына алган. Орус күчтөрү айрым райондорду кайтарууга жетишкен, бирок бир нече айыл-кыштак, анын ичинен Суджа районунун борбору украин аскерлеринин көзөмөлүндө бир топко болду. Зеленский бул операцияны Харьковдон орус ракеталарын оолактатуу үчүн буфердик зона түзүү аракети катары түшүндүргөн. Былтыр апрелде Орусиянын президенти Владимир ПутинКурск толугу менен украин армиясынан бошотулганын жарыялаган. ",azattyk.org,0,high,news_site
b2501705-4fdc-4271-aaf0-4a9c8aff347f,Перм крайында өнөр жай ишканасына сокку урулду,"Орусиянын Перм крайынын губернатору Дмитрий Махонин  “өнөр жай аянтчаларынын бирине” дрон чабуулу коюлганынбилдирди. Анын айтымында, ишкананы өрт чалды, жумушчулары эвакуацияланды, эч ким жабыркаган жок. Губернатор кеп кайсы жай тууралуу жүргөнүн тактаган жок. Украиналык Exilenova+ Телеграм каналынынмаалыматынаылайык, өрт ""Перм"" станциясына таандык “Транснефть” заводунда тутанды. Бирок бул маалымат расмий ырастала элек. Перм крайында “Лукойл” компаниясынын мунай иштетүүчү заводу жана мунай ташуучу “Перм” диспетчердик станциясы жайгашкан. Станцияда мунайдын түрлөрү аралаштырылып куурлар менен ташылат. Анын аймагында кара май сакталуучу резервуарлар орун алган. Оренбург облусунун губернатору Евгений Солнцев украиналык дрондор “бир нече өнөр жай ишканаларына сокку урууга аракеттенгенин”билдирди. “Орусиянын Коргоо министрлигинин маалыматына караганда, төрт пилотсуз учак облустун үстүндө атып түшүрүлдү. Курман болгондор жана жабыркагандар жок”, - деп жазды Солнцев. Украиналык Supernova+ Телеграм каналы Орск шаарында машина куруучу завод чабуулга кабылганын маалымдады. Орус Коргоо министрлиги 29-апрелге караган түнү украиналык 98 дрон атып түшүрүлгөнүн билдирди. Украина Орусиянын агрессиясына жооп иретинде ал өлкөнүн согуш машинасын күйүүчү май менен камсыздаган ишканаларды бутага алып келет. ",azattyk.org,0,high,news_site
bf5b861b-7daa-48ca-8c5b-29cbb4b79f66,Германияда Орусиянын пайдасына тыңчылык кылган деген шек менен казак жараны кармалды,"Берлинде Орусиянын пайдасына тыңчылык кылган деген шек менен казак жараны кармалды. Бул тууралуу шаршембиде Германиянын Федералдык прокуратурасыбилдирди. Маалыматка караганда, Сергей К. аттуу киши “кеминде былтыркы майдан тарта орусиялык атайын кызматтардын бири менен такай байланышып турган”. Шектүүнү камакка алуу ордеринде ал түрдүү маалыматты берип турганы айтылат. “Алардын арасында Германиянын Украинага берген аскердик жардамы, немис коргоо жана аскер өнөр жайы, өзгөчө дрон менен робот чыгарган ишканалар тууралуу маалымат бар. Сергей К. ошондой эле Берлиндеги коомдук имараттардын же кан жолдордогу аскердик техниканын, анын ичинде НАТОго мүчө бир мамлекеттин техникасынын кербенинин сүрөттөрүн берип турчу. Мындан тышкары атайын кызматтагы адамга Германияда диверсия кылууга ыңгайлуу жайлар тууралуу маалыматты өткөрүп берип, тыңчылык жана диверсия үчүн кишилерди табууну сунуш кылган”, - деп айтылат документте. Der Spiegelбасылмасы коопсуздук кызматындагы булактарга шилтеме менен жазгандай, казак жараны диверсия кылуунун буталары үстүнөн иштеген деген белгилер жок. “Ал көбүнесе идеялар менен бөлүшүп турчу. Ал өткөрүп берген маалыматтардын көбү ачык булактарга жарыяланган”, - деп жазды басылма. Шектүүнүн батиринде тинтүү жүргөнү кабарланды. Коопсуздук кызматындагы дагы бир булактар Сергей К. буга чейин Украинанын Донецк облусунда Орусиянын тарабында согушкан болушу мүмкүн деп билдиришти. 29-апрелде Федералдык сот палатасы анын баш коргоо чарасын аныктамакчы. ",azattyk.org,0,high,news_site
738fcb73-4e14-463a-9d02-fb6dbd2f0bc5,Алтынчы кабаттан кулаган кыз ооруканадан чыгарылды,"Бишкектин Жал кичи районунда 6-кабаттан кулап, шаардык балдар ооруканасында жаткан кыз бейтапканадан чыгарылды. Саламаттык сактоо министрлигинин маалыматында, кыздын абалы канааттандырарлык, ал мындан ары үй-бүлөлүк медицина борборунун дарыгерлеринин көзөмөлүндө болот. 4-апрелде кечке жуук Бишкектин Жал кичи районунда көп кабаттуу үйдөн 27 жаштагы келин жана эки баласы кулаган. Өзү жана 2025-жылы төрөлгөн ымыркайы ошол жерде жан берген, төрт жашар кызы ооруканага жеткирилген. Балдардын клиникалык ооруканасында жандандыруу бөлүмүндө жаткан кыздын мээси жабыркаганын, жаагы сынганын, оң ийини сынып, ордунан жылып кеткенин дарыгерлер билдиришкен. Мындан тышкары өпкөсү жана ички органдары, ооз көңдөйү жабыркаганы айтылган. Наристе дээрлик бир жумадан кийин, 10-апрелдеэсине келген. Милиция окуяга байланыштуу кылмыш ишин адамды өзүн өзү өлтүрүүгө жеткирүү деген негизде козгоп,маркум келиндин күйөөсүн камакка алган. Келиндин жакындары ал күйөөсүнүн зомбулугуна кабылып келгенин айтышкан, ал эми жолдошунун жакындары андайды байкабаганын билдиришкен. (ZKo)",azattyk.org,0,high,news_site
e0c11bca-8952-479d-bdab-8fbfbec76b90,АКШдан депортация болгон дагы 26 өзбек жараны мекенине кайтты,"Өзбекстандын дагы 26 жараны АКШда миграция мыйзамдарын бузганы үчүн депортация болуп, 1-майда Ташкентке кайтышканын""Азаттык Азия"" маалымдады. Бул жолу да АКШдан депортацияланган өзбек жарандарын америкалык чартердик Omni Air International авиакомпаниясы жеткиргени, жалпысынан алар жолдо 36 саат жүрүшкөнү кабарланды. АКШнын Мексика менен чектеш Техас штатынан жолго чыккан учак Польша, Молдова, Румыния жана Армения өлкөлөрү аркылуу өтүп барганы, өзбек жарандарын мекенине кайтаруу ""Өзбекстандын жана АКШнын компетенттүү органдарынын бирге макулдашылган аракетинин натыйжасында ишке ашкан операция"" болгону белгиленди. Быйыл январь айында да Өзбекстан АКШдан өзүнүн депортация болгон 44 жаранын, март айында дагы 65 жаранын кабыл алган. Январдагы депортация тууралуу маалыматта Кошмо Штаттарда президенттик кызматка Дональд Трамп киришкенден берки 11-депортация экени айтылган. Эң алгачкы топ былтыр февраль айында кайткан. Анда Өзбекстандын Тышкы иштер министрлиги өзбек тарап өз жарандарын депортациялоо маселесинде АКШ бийлиги менен тыгыз кызматташып, алардын мекенине коопсуз кайтып келишин камсыз кылып жатканынбилдирген. Былтыр январда Fox News телеканалы АКШ бул өлкөдө мыйзамсыз жашаган 975 өзбекстандык жакынкы арада мекенине депортация болорунмаалымдаган. АКШда бийликке Дональд Трамп келген 2025-жылдын январь айында анын администрациясы мыйзамсыз мигранттарды депортациялоо боюнча кеңири масштабдуу программаны ишке ашыра баштаган. Расмий маалыматтарга караганда, Трамптын азыркы экинчи мөөнөтүнүн биринчи жылында Кошмо Штаттардан 600 миңден ашык адам депортацияланды, ал эми дагы 1,9 миллион мыйзамсыз мигрант өлкөдөн өз ыктыяры менен кетүүнү чечкен. ",azattyk.org,0,high,news_site
7a912473-806c-45d6-9e2b-4c6e804981d7,"Алайда сел жүрүп, 25 үйдү суу каптады","Алай районундагы Гүлчө шаарында нөшөрлөп жааган жаандын кесепетинен улам сел жүрүп, үйлөрдүн короолорун суу каптады. Өзгөчө кырдаалдар министрлигинин (ӨКМ) маалымдашынча, 27-апрелде кыска мөөнөттө кокту-колоттон жүргөн сел Гүлчө шаарындагы 25 үйдүн короосун каптаган, бир үйдүн ичине чейин кирген.Түзүлгөн кырдаалга байланыштуу Алай райондук Өзгөчө кырдаалдар бөлүмүндө “Айгай” режими жарыяланып, селдин кесепеттерин жоюу иштери жүрүүдө.Баштапкы маалымат боюнча, жабыркагандар жок, абал туруктуу. ӨКМ буга чейин өлкө аймагында туруксуз аба ырайы күтүлөрүн билдирип, ​дарыяларда суу көтөрүлүп, ташкын болушу мүмкүн экенин эскерткен. Мекеме белгилегендей, тоолуу жана тоо этектериндеги райондордо сел жүрүү коркунучу сакталууда. 2024-жылы Ноокат районунда сел жүрүп,тогуз кишинин өмүрү кыйылган. Айрым айылдарда үйлөрдү сел каптаган.(ZKo) ",azattyk.org,0,high,news_site
