id,headline,body_text,source,url,date,language,label,label_confidence,source_type
8e958ca8-eee0-4d54-825a-f1bc9b1e96a7,Бүгүн бүткүл дүйнөлүк китеп күнү: Китеп тууралуу ойлор,"23-апрель күнүн жыл сайын Дүйнөлүк китеп күнү деп жарыялоо жөнүндө ЮНЕСКОнун Башкы Конференциясынын Резолюциясын көңүлгө алуу менен Кыргыз Республикасынын Өкмөтүнүн токтому менен Кыргызстанда китеп күнү белгиленип келет. Бул күнгө карата белгилүү окумуштуу-педагог, педагогика илимдеринин доктору, профессор Сулайман Рысбаевдин ойлорун сунуштайбыз: -Балдар үчүн жарым барак жакшы аӊгеме — жарым том роман көтөргөн жүккө тете. -Калемди жакшы учтасаӊ, кылычтан дагы курч болор. -Китеп окубай өнүгөм деген- канаты жок куштай. -Китепсиз үй-шамы жок үй. -Өзү жазган китебинен башканы окубагандар — өз таманын соргон аюуга окшош. -Башканын оюн окуп жатып, өз оюӊду бекемдейсиң, курчутасың, байытасың. -Адам өзүнүн рухий ачкачылыгын сезгенде китеп окугусу келет. -Баланы тарбиялоо үчүн алтымыш том эмгек жазуу зарыл эмес, кээде бир ооз таасирдүү сөз да жетиштүү болот. -Бир китепти көзүӊ менен окуйсуӊ, андан керектүү маалыматтарды издейсиӊ, табасыӊ, үйрөнөсүӊ, маалыматтуу болосуӊ; -бир китепти жүрөгүӊ менен окуйсуӊ, окуп алып сүйүнөсүӊ, кубанасыӊ, кейийсиӊ, кайгырасыӊ, толкунданасыӊ; -а бир китепти башыӊ менен окуйсуӊ, аны окуп ойлоносуӊ, талдайсыӊ, иликтейсиӊ, жыйынтык чыгарасыӊ, билимге жана ойлорго байыйсыӊ! -Китеп окуйбай коюу- өзүнө өзү рухсуздукка өкүм чыгаруу. -Жазуучунун өмүрүн жакшы китеби узартат, жакшы китептин өмүрүн окуган адам узартат. -мүнүшкѳр мыкты куш издеп жашайт, — саяпкер мыкты күлүк издеп жашайт, -мугалим мыкты окуучуну издеп жашайт, жазуучу мыкты окурманын издеп жашайт. -Китеп дүйнөсүнүн кулпусу жок, каалагандарга дайыма эшиги ачык. -Балдарга жакшы китеп жазып бере албаса, жазуучу уялсын, а балдарга жакшы китеп чыгарып бере албаса, мамлекет уялсын! -Китепти сүйсөң, ал сага сүйлөп берет. -Китеп- окуй турган эле курал эмес, ал тарбиянын да куралы. -Жакшы китеп адамга жакшы нерсени эле үйрөтпөйт, терең акыл, кенен туюм, бийик дух берет. -Тыңшагылачы!... Китеп шыбырап жатат. -Балам, китеп сеники болуш үчүн, ичиндегилерди окуп үйрөн, ошондо гана ал китеп сеники болот. -Жомок курсак тойгузбайт, кулак тойгузат. -Балдар адабиятын изилдегиң келсе, микроскоп менен кара. -Жазуучу үчүн канча китеп жазганы эмес, кандай китеп жазганы- баалуу.",24.kg,https://24.kg/kyrgyzcha/371554_bugun_butkul_duynoluk_kitep_kunu_kitep_tuuraluu_oylor/,,kyrgyz,0,high,news_site
22fd0a50-90ba-4bda-ba77-e44091c0db86,28-апрелге карата аба ырайы,"28-апрелде күндүз Ош, Баткен, Ысык-Көл, Нарын облустарынын көпчүлүк аймактарында, Чүй, Талас, Жалал-Абад облустарынын айрым жерлеринде жаан жаап, күн күркүрөйт, бийик тоолуу райондорунда кар жаайт. Ош, Ысык-Көл облустарынын айрым жерлеринде жаан-чачын катуу жаайт. Абанын температурасы: Чүйдө түнкүсүн 8...13, күндүз 23...28 Таласта түнкүсүн 5...10, күндүз 21...26 Баткен, Ош, Жалал-Абад облустарында түнкүсүн 11...16, күндүз 24...29 Ысык-Көлдө түнкүсүн 3...8, күндүз 14...19 Нарында түнкүсүн 4...9, күндүз 14...19 Бишкекте түнкүсүн 11...13°, күндүз 24...26° жылуу болот.",24.kg,https://24.kg/kyrgyzcha/372072_28-aprelge_karata_aba_yirayyi/,,kyrgyz,0,high,news_site
7c7704cf-9514-4db6-aa26-278ff31fd438,«Социалдык келишим» программасына катышуу үчүн 1 миң 825 арыз түштү,"11-мартка карата республика боюнча «Социалдык келишим» программасына катышуу үчүн 1 миң 825 арыз келип түштү. Бүгүнкү күнгө чейин 607 үй-бүлө менен социалдык келишимдерге кол койгон. Алардын эң көп саны — 341 долбоор айыл чарба тармагында. Эмгек министрлигинин маалыматы боюнча, арыздар дагы эле кабыл алынууда. Аз камсыз болгон жана аз камсыз болгон үй-бүлөлөрдү колдоого багытталган «Социалдык келишим» программасы 2022-жылдан бери Кыргызстандын Президентинин демилгеси менен ишке ашырылып келет. Долбоордун төрт жылында өз бизнес демилгелерин ишке ашырган 48 миң 557 үй-бүлө менен социалдык келишимдерге кол коюлду. Долбоорлордун көпчүлүгү айыл чарбасында (73,3 пайыз), өндүрүштө (13,8 пайыз), соодада (6,7 пайыз) жана кызмат көрсөтүүдө (6,2 пайыз) турат. Башында келишим боюнча социалдык жардамдын суммасы 100 миң сомду түзгөн, бирок 2025-жылдан баштап ал 150 миң сомго чейин көбөйтүлгөн. Социалдык келишимди алган алгачкы үй-бүлөлөрдүн ичинен 14 үй-бүлөнүн жылдык кирешеси 1 миллион сомдон ашкан. Долбоордун катышуучуларынын 94,2 пайызы аялдар экени, алар негизинен айыл жерлеринде жашаары белгиленди. Программа кошумча 57 миңден ашык жумуш орундарын түздү. 2026-жылы республика боюнча 13 333 аз камсыз болгон жана муктаж үй-бүлө Социалдык келишим программасы боюнча ар бири 150 миң сомдон ала алышат.",24.kg,https://24.kg/kyrgyzcha/365616_sotsialdyik_kelishim_programmasyina_katyishuu_uchun_1min_825_aryiz_tushtu/,,kyrgyz,0,high,news_site
22f07d4b-b3b8-431d-b14d-00553594d288,БШК Чыңгыз Айдарбековдун депутаттыкка талапкерлигин жокко чыгарды,"Бүгүн, 16-апрелде Борбордук шайлоо комиссиясы № 21 көп мандаттуу шайлоо округу боюнча Жогорку Кеңештин депутаттыгына талапкер Чыңгыз Айдарбековдун каттоосун жокко чыгарды. Талапкер Айдарбеков бул арызды БШКга 2026-жылдын 16-апрелинде берген. БШКнын төрагасы Тынчтык Шайназаров жыйында белгилегендей, кийинки талапкер Мирлан Жээнчороев боюнча материалдар Ички иштер министрлигине жөнөтүлдү. «Биз так маалымат күтүп жатабыз. Эгерде мыйзам бузуулар болбосо, жаңы депутатты каттоо боюнча жыйын бүгүн саат 16:00дө өтөт», — деп кошумчалады ал. Эскерте кетсек, Ички иштер министрлиги Айдарбековго карата Тышкы иштер министри болуп иштеп турганда кызмат абалынан кыянаттык менен пайдалануу боюнча кылмыш ишин козгогон. Белгилей кетүүчү нерсе, Чыңгыз Айдарбеков мурда Кыргызстандын тышкы иштер министри болуп иштеген жана ошондой эле Жогорку Кеңештин мурунку чакырылышынын депутаты болгон. Ал 2025-жылдын ноябрында өткөн парламенттик шайлоодо көп мандаттуу № 21 шайлоо округунан ат салышкан. Борбордук шайлоо комиссиясынын маалыматы боюнча, ал 6 миң 259 добуш алган. Чыңгыз Айдарбеков 2026-жылдын 10-мартында мөөнөтүнөн мурда кызматтан кеткен депутат Куванычбек Конгантиев бош калтырган мандат үчүн ат салышкан.",24.kg,https://24.kg/kyrgyzcha/370662_bshk_chyingyiz_aydarbekovdun_deputattyikka_talapkerligin_jokko_chyigardyi/,,kyrgyz,0,high,news_site
dbf19a7e-da7d-48f8-936b-95c536357a8b,Пайдалуу кеңеш: Суунун организмге кандай таасири бар?,"Суу — жер бетиндеги бардык тиричиликтин кыймылдаткыч күчү. Ал кычкылтек менен бирге жаныбарлар жана өсүмдүктөр дүйнөсүнүн маанилүү процесстерин колдойт. 70% суудан турган адам үчүн бул жашоонун негизги булагы болуп саналат. Суу биздин органдарды жана ткандарды жашоо берүүчү ным менен каныктырат, туура метаболизмге жардам берет жана ашыкча салмак менен күрөшүүгө жардам берет! Ошол эле учурда, эгерде организмге суу жетишсиз болсо, суусагындык пайда болушу мүмкүн, анын оор түрү өлүмгө алып келет. Кошумчалай кетсек, медицина кызматкерлеринин изилдөөлөрүнүн жыйынтыгы боюнча оорулардын 80%дан ашыгы суу аркылуу жугат. Эч кандай шек жок: адамдын ден соолугу үчүн сууну үзгүлтүксүз ичүү гана эмес, керектелүүчү суунун сапатын да көзөмөлдөө зарыл. Эми суу тазалоо системаларынын аркасында муну жасоо кыйын эмес. Үйгө чыпка орнотуп, тазаланган сууну ичиңиз. Суу адамдын организминде маанилүү функцияларды аткарат:",24.kg,https://24.kg/kyrgyzcha/368397_paydaluu_kenesh_suunun_organizmge_kanday_taasiri_bar/,,kyrgyz,0,high,news_site
0bfc1286-f127-4805-a792-5a78d012ec6f,"Кыргыз эл артисти, театр жана кино актеру Абдыкалык Акматовго жазылган некролог","Кыргыз маданияты оор жоготууга учурады. 2026-жылдын 25-мартында 71 жаш курагында Кыргыз Республикасынын эл артисти, белгилүү театр жана кино актеру Абдыкалык Акматов оорудан улам дүйнөдөн кайтты. Кыргыз Республикасынын театр ишмерлер союзунун жана Кинематографисттер союзунун мүчөсү, таланттуу актер Абдыкалык Акматов 1955-жылы Ош облусунун Ноокат районунун Ак-Булак айылында туулган. Алгачкы чыгармачылык чыйырын 1975-жылы С. Ибраимов атындагы Ош облустук драма театрында жарык берүүчү кесибинен баштаган. 1978-жылы Москва шаарындагы Бүткүл союздук кинематография институтунун актердук чеберчилик факультетин аяктап, кино актер адистигине ээ болгон. Аталган институтту ийгиликтүү бүтүргөн соң, бүтүндөй өмүрүн киного жана сахнага, жалпы эле чыгармачылыкка арнады. А. Акматовдун кинодо жараткан жаркын эмгектери: «Ак илбирстин тукуму» —Кожожаштын досу, «Кайчылаш жолдор» — Дөөлөс, «Кербез» — Токтогул Сатылганов ж.б. Б.Кыдыкеева атындагы жаштар театрында: «Талант жана тагдыр» спектаклинде — казак режиссерунун, «Боз Бойдок» спектаклинде — ортомчунун, «Чыңгыз жана Бүбүсара» спектаклинде — А. Үсөновдун ролун ж.б. ойногон. М. Жангазиев атындагы куурчак театрында: «Найман эне» спектаклинде Кербен жана Вазирдин, «Ишенимдүү дос» спектаклинде аюунун, «Мен да күйөөгө чыккым келет» спектаклинде министрдин орун басарынын жана башка ролдору менен эсибизде калды. Т. Абдумомунов атындагы Кыргыз улуттук академиялык драма театрында: «Манастын уулу Семетей» спектаклинде Бакайдын, «Абийир кечирбейт» спектаклинде Омордун, «Коркут Атада» Коркуттун ролун жана башка ролдорду ойногон. Көп кырдуу талант ээси А. Акматов театрдын өсүп-өнүгүшүнө өз салымын кошуп, көп жылдан бери талбай эмгектенип келди. Ал жаштарга тарбия көрсөтүүчү, өз кесибин сүйгөн таланттуу сахна жана кино чебери. Мамлекеттик жана коомдук ири иш-чараларда, салтанаттарда да жигердүү катышып, искусство ишмердүүлүгүнүн өнүгүшүнө өз салымын кошту. Акыркы мезгилде эл артисти Кыргыз улуттук «Манас» театрында эмгектенип келген. Ал коомдук иштерге активдүү катышкан, ошол эле учурда республикалык жана эл аралык сыйлыктардын ээси болгон. А. Акматовдун маданият жана искусство тармагында жасаган эмгеги мамлекет тарабынан жогору бааланып, ал Кыргыз Республикасынын Ардак грамотасы менен сыйланган. Ага «Кыргыз Республикасынын Эмгек сиңирген артисти», «Кыргыз Республикасынын Эл артисти» наамдары ыйгарылган. Маданият жана искусствого, өзгөчө кино тармагына бүтүндөй өмүрүн арнап, өчпөс из калтырып кеткен көрүнүктүү актер Абдыкалык Акматовдун жаркын элеси кыргыз журтунун, маданият жана искусство күйөрмандарынын, кесиптештеринин, жакын туугандарынын, үй-бүлөсүнүн эсинде түбөлүккө сакталат. Маркумдун жакындарына, бир туугандарына үй-бүлөсүнө терең кайгыруу менен көңүл айтып, аза кайгысын тең бөлүшөбүз. С.Н. Жапаров, М.А. Маматалиев, А.А. Касымалиев, А.К. Койчиев, Э.Ж. Байсалов, Ч.А. Абыкеев, Ы.Ы. Атажанов, М.К. Мамбеталиев, А.Б. Кенжебаев, Д.Т. Шейшеканов, С.А. Раев, Садык Шер-Нияз, Ж.О. Кулмамбетов, Т.Т. Казаков, Б.К. Одуракаев, А.А. Суюндуков А.А., Н. Турсунбаев, К. Сейдалиева, Н. Мамбетова, Г. Каниметова, Ч. Думанаев, Т. Актанов, Э. Бекболиев, Ш. Кыдырмаев, А. Сыдыгалива, А. Назаралиева, А. Набиева, Э.Б. Чалабаев, А. Исаков, Ж. Эркинбаев, М. Мамазаирова, К.О. Иманалиев, К.А. Осмонов, А.А. Өзүбеков, М.А. Бегалиев, А.А. Кубат, А.К. Мураталиев, С. Сагынбаев, Т.А. Кулмендеев, Л.В. Анникова, Л. Любомудрова, А.И. Алыбаев, Р.Б. Ставриди, Н. Талантбеков ж.б.",24.kg,https://24.kg/kyrgyzcha/367506_kyirgyiz_elartisti_teatr_jana_kino_akteru_abdyikalyik_akmatovgo_jazyilgan_nekrolog/,,kyrgyz,0,high,news_site
9da7d83d-f743-41c9-a9d1-29bd4112c617,Быйыл Бишкектеги эки сейил багы оңдоп-түзөөдөн өтөт,"2026-жылы Бишкектеги эки сейил бак оңдолот. Бул тууралуу бүгүн, 16-мартта Жогорку Кеңештин Агрардык саясат, суу ресурстары, жер казынасын пайдалануу, экология жана айлана-чөйрөнү коргоо боюнча комитетинин жыйынында Бишкек шаарынын мэринин орун басары Рамиз Алиев билдирди. Анын айтымында, бул Тоголок Молдо жана Эркиндик сейил бактарга тиешелүү. «Жаш Гвардия бульвары да кайра курулат. Шаарда 12 сейил бак жана 52 коомдук бакча бар. Биз алардын ар бирин этап-этабы менен кайра куруп жатабыз», — деп кошумчалады Рамиз Алиев. Бир катар депутаттар сейил бактардын абалын катуу сынга алып, бак-дарактарды отургузууга жана тейлөөгө, ошондой эле жашылдандырууга комплекстүү мамиле кылууга чакырышты.",24.kg,https://24.kg/kyrgyzcha/366149_byiyyil_bishkektegi_eki_seyil_bagyi_ondop-tuzoodon_otot/,,kyrgyz,0,high,news_site
0b1de81c-c983-45fd-9df9-a2b8faac1111,Кыргызстанда Улуу Ата Мекендик согуштун 24 ардагери калды,"Кыргызстанда бүгүнкү күндө Улуу Ата Мекендик согуштун 24 ардагери калды. Алардын катарында блокадачылар жана концлагердин туткундары бар.  Ал эми 8 ардагер согуштун түздөн-түз катышуучусу болуп саналат. Аймактар боюнча көрсөткүч: Ошондой эле өлкөдө концлагерлердин 6 туткуну жашайт: алардын 4ү Бишкек шаарында, бирөөсү Жайыл районунда жана дагы бирөөсү Жалал-Абад шаарында. Мындан сырткары, Ленинграддын 10 блокадачысы бар: 8и Бишкекте, бирөөсү Сокулук районунда жана бирөөсү Балыкчы шаарында. Эске сала кетсек, 2025-жылы Кыргызстанда Улуу Ата Мекендик согуштун 32 ардагери (анын ичинде согуштун катышуучулары, блокадачылар жана туткундар) жашаган. Алардын 14ү согуштун түздөн-түз катышуучулары болгон. Улуу Ата Мекендик согуш жылдарында Кыргызстандан фронтко 360 миңден ашык адам аттанган. Алардын ичинен 160 миңге жакыны үйүнө кайтпай калган.",24.kg,https://24.kg/kyrgyzcha/371058_kyirgyizstanda_uluu_ata_mekendik_sogushtun_24ardageri_kaldyi/,,kyrgyz,0,high,news_site
a2b48754-5db3-4f16-bfee-53c6f3908167,Жакынкы Чыгыш: БУУнун баш катчысы дипломатиялык сүйлөшүүлөрдү баштоого чакырды,"«Бул согуш көзөмөлдөн чыгып кетти», — деди Башкы катчы Антониу Гутерриш Нью-Йорктогу БУУнун штаб-квартирасында кабарчылар менен болгон маегинде. Ал Жакынкы Чыгыш тууралуу пикирин билдирип, аймактагы жана дүйнө жүзүндөгү көптөгөн өкүлдөр менен тыгыз байланышта экенин айтты. «Учурда диалогго жана тынчтыкка багытталган бир катар демилгелер ишке ашырылууда. Алар ийгиликтүү болушу керек. Мен жаңы эле Жан Арнону БУУнун чыр-чатакты жана анын кесепеттерин чечүү боюнча аракеттерине жетекчилик кылуу үчүн жеке өкүлүм кылып дайындадым», — деди Антониу Гутерриш. Эквалификацияны токтотуп, дипломатиялык сүйлөшүүлөрдү баштоого убакыт келди. «Менин АКШга жана Израилге айтаарым — согушту токтотууга убакыт келди. Иранга айтаарым — кошуналарыңызга кол салууну токтотуу», — деди БУУнун баш катчысы. Антонио Гутерриш Ормуз кысыгында кеме жүрүү эркиндигин сыйлоого чакырды. Ал белгилегендей, кысыктын узакка жабылышы дүйнөлүк айдоо сезону башталган маанилүү учурда мунай, газ жана жер семирткичтерди жеткирүүнү токтотот. Кризистин кесепеттерин аймактагы жана андан тышкары жерлердеги карапайым калк жон териси менен сезип жатат. «Мен бул кесепеттердин айрымдарын жакында Ливанга болгон сапарымда өз көзүм менен көрдүм. Ал жердеги согуш да аякташы керек. Хезболла Израилге кол салууну токтотушу керек. Ал эми Израил карапайым калкка эң көп зыян келтирип жаткан Ливанга каршы аскердик операцияларын жана кол салууларын токтотушу керек», — деди Башкы катчы. БУУ согуштун кесепеттерин минималдаштыруу үчүн бардык күч-аракетин жумшап жатат, деп белгиледи Антониу Гутерриш, бирок учурда гуманитардык операцияларга тоскоолдуктар жаралууда. «Бизге бул кырсыктан чыгуунун жолу керек. Чыгуунун жолу — дипломатия. Чыгуунун жолу — эл аралык укукту толук урматтоо. Чыгуунун жолу — тынчтык», — деп жыйынтыктады ал.",24.kg,https://24.kg/kyrgyzcha/367514_jakyinkyi_chyigyish_buunun_bash_katchyisyi_diplomatiyalyik_suyloshuulordu_bashtoogo_chakyirdyi/,,kyrgyz,0,high,news_site
94795d84-cfa2-4cac-a85f-9e6476eb7afc,ЖКнын мурдагы депутаты Куванычбек Конгантиев 10-майга чейин камакка алынды,"Жогорку Кеңештин мурдагы депутаты Кубанычбек Конгантиев 10-майга чейин камакка алынды. Бул тууралуу Бишкек шаардык сотунун басма сөз кызматы билдирди. Маалыматка ылайык, Бишкектин Ленин райондук соту УКМКнын тергөөчүсүнүн өтүнүчүн карап, канааттандырды. УКМК мурда Конгантиев жер тилкелерин жана ага караштуу юридикалык жактарды пайдалануу менен мыйзамсыз схемаларды уюштурууга шектелип жатканын билдирген. Эскерте кетсек, Куванычбек Конгантиев № 21 бир мандаттуу шайлоо округу боюнча Жогорку Кеңешке шайланып, 13 миң 379 добуш алган. Парламентте ал «Эл үмүтү — Ата Журт» парламенттик тобунун мүчөсү болгон жана өнөр жай саясаты, транспорт, отун-энергетика комплекси, архитектура жана курулуш комитетин жетектеген.",24.kg,https://24.kg/kyrgyzcha/365866_jknyin_murdagyi_deputatyi_kuvanyichbek_kongantiev_10-mayga_cheyin_kamakka_alyindyi/,,kyrgyz,0,high,news_site
